chrY	2709670	2710200	92024	chrY	2722137	RPS4Y1
chrY	2871260	2874040	92018	chrY	2594382	CD99
chrX	199780	200210	88618	chrX	192989	PLCXD1
chrX	2327700	2329150	88707	chrX	2886286	ARSE
chrX	2327700	2329150	88681	chrX	2419008	ZBED1
chrX	2327700	2329150	88688	chrX	2609220	CD99
chrX	2527520	2528560	88682	chrX	2419008	ZBED1
chrX	2527520	2528560	88702	chrX	2746955	GYG2
chrX	2527520	2528560	88707	chrX	2886286	ARSE
chrX	2546620	2550950	88688	chrX	2609220	CD99
chrX	2572820	2573060	88702	chrX	2746955	GYG2
chrX	2572820	2573060	88682	chrX	2419008	ZBED1
chrX	2594750	2595590	88707	chrX	2886286	ARSE
chrX	2625000	2627010	88693	chrX	2644382	CD99
chrX	2628610	2629180	88688	chrX	2609220	CD99
chrX	2628610	2629180	88693	chrX	2644382	CD99
chrX	2628610	2629180	88704	chrX	2847392	ARSD
chrX	2809440	2810140	88681	chrX	2419008	ZBED1
chrX	2845550	2847270	88702	chrX	2746955	GYG2
chrX	7026220	7026600	88748	chrX	7066231	PUDP
chrX	7049810	7051750	88748	chrX	7066231	PUDP
chrX	11148250	11148750	88813	chrX	11129421	HCCS
chrX	11208980	11209220	88813	chrX	11129421	HCCS
chrX	12972070	12975400	88841	chrX	12809489	PRPS2
chrX	12972070	12975400	88850	chrX	12993227	TMSB4X
chrX	12972070	12975400	88851	chrX	12993229	TMSB4X
chrX	12993290	12994360	88841	chrX	12809489	PRPS2
chrX	13031520	13032170	88841	chrX	12809489	PRPS2
chrX	13031520	13032170	88850	chrX	12993227	TMSB4X
chrX	13042020	13042670	88841	chrX	12809489	PRPS2
chrX	13042020	13042670	88851	chrX	12993229	TMSB4X
chrX	13096740	13097800	88841	chrX	12809489	PRPS2
chrX	13096740	13097800	88850	chrX	12993227	TMSB4X
chrX	13119130	13120320	88851	chrX	12993229	TMSB4X
chrX	13178510	13179560	88841	chrX	12809489	PRPS2
chrX	13416420	13416970	88873	chrX	13707305	RAB9A
chrX	13416420	13416970	88872	chrX	13707244	RAB9A
chrX	13505800	13506660	88872	chrX	13707244	RAB9A
chrX	13687370	13687980	88873	chrX	13707305	RAB9A
chrX	13717490	13717900	88850	chrX	12993227	TMSB4X
chrX	13717490	13717900	88872	chrX	13707244	RAB9A
chrX	15597910	15599140	88928	chrX	15619137	ACE2
chrX	15693080	15693810	88930	chrX	15584410	ACE2
chrX	15693900	15694420	88930	chrX	15584410	ACE2
chrX	16621880	16622870	88961	chrX	16609168	CTPS2
chrX	16622950	16623640	88961	chrX	16609168	CTPS2
chrX	16900770	16901370	88970	chrX	16888537	RBBP7
chrX	17565800	17566120	88964	chrX	16737755	SYAP1
chrX	17612920	17614070	88964	chrX	16737755	SYAP1
chrX	17615850	17616600	88964	chrX	16737755	SYAP1
chrX	19362210	19362740	89037	chrX	19373700	PDHA1
chrX	23824610	23826140	89123	chrX	23801290	SAT1
chrX	23824610	23826140	89127	chrX	23858522	APOO
chrX	23861880	23863350	89127	chrX	23858522	APOO
chrX	23861880	23863350	89131	chrX	24072833	EIF2S3
chrX	23897780	23898130	89123	chrX	23801290	SAT1
chrX	24043180	24044460	89131	chrX	24072833	EIF2S3
chrX	24043180	24044460	89137	chrX	24167841	ZFX
chrX	24278810	24279900	89137	chrX	24167841	ZFX
chrX	24512140	24512630	89123	chrX	23801290	SAT1
chrX	37684580	37684870	89268	chrX	37639264	CYBB
chrX	38723600	38723980	89302	chrX	38662986	MID1IP1
chrX	38875140	38878490	89300	chrX	38660685	MID1IP1
chrX	40589060	40589650	89324	chrX	40440160	ATP6AP2
chrX	40804380	40804840	89324	chrX	40440160	ATP6AP2
chrX	40812110	40812490	89337	chrX	40944888	USP9X
chrX	40894740	40895160	89337	chrX	40944888	USP9X
chrX	41248190	41249200	89341	chrX	41192651	DDX3X
chrX	41271260	41272160	89364	chrX	41548259	GPR34
chrX	43566880	43567820	89373	chrX	43515467	MAOA
chrX	46988480	46989250	89443	chrX	47062092	UBA1
chrX	47420650	47421400	89473	chrX	47441849	TIMP1
chrX	47420650	47421400	89467	chrX	47429385	ARAF
chrX	48334780	48334950	89551	chrX	48432912	RBM3
chrX	48334780	48334950	89554	chrX	48434287	RBM3
chrX	48398310	48399200	89551	chrX	48432912	RBM3
chrX	48398310	48399200	89560	chrX	48554986	SUV39H1
chrX	48432960	48433550	89549	chrX	48439545	AC115618.2
chrX	48569900	48572800	89555	chrX	48455880	WDR13
chrX	48595060	48596900	89556	chrX	48455922	WDR13
chrX	48798690	48799940	89601	chrX	48814861	OTUD5
chrX	48916630	48917690	89614	chrX	48900936	TFE3
chrX	49019720	49020110	89646	chrX	49056718	SYP
chrX	49020270	49021040	89639	chrX	49028273	PLP2
chrX	49020270	49021040	89646	chrX	49056718	SYP
chrX	49040370	49041070	89639	chrX	49028273	PLP2
chrX	49040370	49041070	89646	chrX	49056718	SYP
chrX	49041160	49042160	89646	chrX	49056718	SYP
chrX	49041160	49042160	89639	chrX	49028273	PLP2
chrX	49047780	49047880	89646	chrX	49056718	SYP
chrX	52963560	52964920	89813	chrX	53111549	TSPYL2
chrX	53100790	53102220	89813	chrX	53111549	TSPYL2
chrX	53115720	53116950	89813	chrX	53111549	TSPYL2
chrX	53123470	53123580	89813	chrX	53111549	TSPYL2
chrX	68062010	68064650	90025	chrX	68048840	EFNB1
chrX	68087080	68090490	90017	chrX	67718165	YIPF6
chrX	68120490	68121340	90025	chrX	68048840	EFNB1
chrX	69653750	69654700	90076	chrX	69674946	DLG3
chrX	69699120	69702490	90076	chrX	69674946	DLG3
chrX	70287190	70287990	90093	chrX	70316047	FOXO4
chrX	70401030	70403090	90094	chrX	70316103	FOXO4
chrX	70415950	70416430	90094	chrX	70316103	FOXO4
chrX	70415950	70416430	90111	chrX	70435044	GJB1
chrX	70415950	70416430	90112	chrX	70435062	GJB1
chrX	70415950	70416430	90132	chrX	70586114	TAF1
chrX	70417250	70418450	90132	chrX	70586114	TAF1
chrX	70435140	70435800	90089	chrX	70288273	SNX12
chrX	70843370	70844740	90139	chrX	70752933	OGT
chrX	70845960	70847450	90168	chrX	71497150	RPS4X
chrX	70852850	70853290	90132	chrX	70586114	TAF1
chrX	71467080	71468090	90169	chrX	71496077	RPS4X
chrX	71496350	71497040	90162	chrX	71401526	PIN4
chrX	77166330	77166690	90274	chrX	77154960	COX7B
chrX	77166330	77166690	90273	chrX	77154935	COX7B
chrX	77359900	77362380	90282	chrX	77380441	PGK1
chrX	80484480	80485550	90311	chrX	80457442	SH3BGRL
chrX	84630270	84631020	90338	chrX	84634748	POF1B
chrX	100674190	100675000	90470	chrX	100663283	HNRNPH2
