chrX	12973920	12975220	88841	chrX	12809489	PRPS2
chrX	12973920	12975220	88850	chrX	12993227	TMSB4X
chrX	12973920	12975220	88851	chrX	12993229	TMSB4X
chrX	15693080	15693810	88932	chrX	15683154	CLTRN
chrX	40029870	40036260	89315	chrX	40036582	BCOR
chrX	48432960	48433560	89549	chrX	48439545	AC115618.2
chrX	48432960	48433560	89543	chrX	48397845	TBC1D25
chrX	52962990	52965000	89804	chrX	52927576	FAM156B
chrX	53709370	53712430	89837	chrX	53461303	HSD17B10
chrX	70400940	70403570	90114	chrX	70473990	ZMYM3
chrX	153596460	153599240	91807	chrX	153603006	FLNA
chrX	153596460	153599240	91811	chrX	153579571	FLNA
chrX	153596460	153599240	91813	chrX	153607633	EMD
chr1	1507950	1509860	209	chr1	1656054	AL031282.1
chr1	1589400	1591020	137	chr1	1310549	AURKAIP1
chr1	2121220	2122940	238	chr1	2126213	FAAP20
chr1	2121220	2122940	243	chr1	2160134	SKI
chr1	2506020	2510720	274	chr1	2487805	TNFRSF14
chr1	2506020	2510720	275	chr1	2493240	TNFRSF14
chr1	2506020	2510720	283	chr1	2518517	PRXL2B
chr1	2506020	2510720	305	chr1	3370990	ARHGEF16
chr1	2573340	2575700	274	chr1	2487805	TNFRSF14
chr1	6642360	6643430	436	chr1	6663061	KLHL21
chr1	6642360	6643430	437	chr1	6662929	KLHL21
chr1	6642360	6643430	444	chr1	6685252	THAP3
chr1	7632450	7635960	505	chr1	8483726	RERE
chr1	11736200	11736900	665	chr1	11724181	FBXO6
chr1	11736200	11736900	667	chr1	11741271	MAD2L2
chr1	11736200	11736900	726	chr1	12227060	TNFRSF1B
chr1	11967360	11970280	691	chr1	11866207	CLCN6
chr1	11967360	11970280	706	chr1	11986480	KIAA2013
chr1	11967360	11970280	707	chr1	11986485	KIAA2013
chr1	11967360	11970280	710	chr1	11994810	PLOD1
chr1	12236500	12243540	726	chr1	12227060	TNFRSF1B
chr1	15929370	15931220	873	chr1	16068917	TMEM82
chr1	15929370	15931220	859	chr1	15911605	AGMAT
chr1	16514000	16514840	907	chr1	16482582	EPHA2
chr1	16532840	16533440	882	chr1	16174359	SPEN
chr1	16532840	16533440	919	chr1	16563446	CPLANE2
chr1	16839450	16841570	942	chr1	16847189	AL137802.1
chr1	17023420	17025920	894	chr1	16344536	HSPB7
chr1	17220380	17224260	965	chr1	17215868	BX284668.5
chr1	17220380	17224260	978	chr1	17380665	SDHB
chr1	17229570	17234130	976	chr1	17338267	ATP13A2
chr1	19252610	19255030	1075	chr1	19970808	NBL1
chr1	19273440	19282160	1026	chr1	19229275	ALDH4A1
chr1	19273440	19282160	1027	chr1	19217385	ALDH4A1
chr1	19390610	19395830	1056	chr1	19638820	PQLC2
chr1	20802100	20808880	1111	chr1	20812713	CAMK2N1
chr1	20802100	20808880	1112	chr1	20811138	CAMK2N1
chr1	21022710	21023850	1111	chr1	20812713	CAMK2N1
chr1	21022710	21023850	1120	chr1	20988000	DDOST
chr1	21022710	21023850	1121	chr1	20987898	DDOST
chr1	21022710	21023850	1134	chr1	21107034	HP1BP3
chr1	21577080	21579550	1152	chr1	21606042	ECE1
chr1	21657970	21671860	1151	chr1	21671997	ECE1
chr1	21657970	21671860	1137	chr1	21377487	EIF4G3
chr1	21657970	21671860	1152	chr1	21606042	ECE1
chr1	22107770	22109320	1167	chr1	21835865	ALPL
chr1	22379240	22381270	1205	chr1	22352027	LINC00339
chr1	22379240	22381270	1187	chr1	22110099	USP48
chr1	22738750	22741610	1226	chr1	22970146	C1QC
chr1	23746440	23751050	1272	chr1	23751233	TCEA3
chr1	23804950	23809190	1275	chr1	23763170	ASAP3
chr1	23804950	23809190	1277	chr1	23810671	ASAP3
chr1	23879950	23884420	1282	chr1	23886285	ID3
chr1	23879950	23884420	1302	chr1	24126892	GALE
chr1	23879950	23884420	1304	chr1	24151949	HMGCL
chr1	23879950	23884420	1305	chr1	24151918	HMGCL
chr1	24018320	24019100	1315	chr1	24286302	PNRC2
chr1	24018320	24019100	1272	chr1	23751233	TCEA3
