chrY	9991120	9996720	92125	chrY	10037764	RNA5-8SP6
chrY	10011330	10030810	92125	chrY	10037764	RNA5-8SP6
chrY	10030830	10041420	92125	chrY	10037764	RNA5-8SP6
chrX	1763970	1782250	88688	chrX	2609220	CD99
chrX	1763970	1782250	88657	chrX	1511617	SLC25A6
chrX	2243010	2243890	88679	chrX	2419019	DHRSX
chrX	2254050	2296900	88679	chrX	2419019	DHRSX
chrX	2254050	2296900	88688	chrX	2609220	CD99
chrX	2368320	2371000	88688	chrX	2609220	CD99
chrX	2401060	2404450	88682	chrX	2419008	ZBED1
chrX	2401060	2404450	88679	chrX	2419019	DHRSX
chrX	2495790	2497120	88688	chrX	2609220	CD99
chrX	2495790	2497120	88679	chrX	2419019	DHRSX
chrX	2495790	2497120	88719	chrX	3264684	MXRA5
chrX	2593940	2599220	88719	chrX	3264684	MXRA5
chrX	2593940	2599220	88688	chrX	2609220	CD99
chrX	2593940	2599220	88689	chrX	2609317	CD99
chrX	2721600	2724610	88688	chrX	2609220	CD99
chrX	2759590	2759910	88704	chrX	2847392	ARSD
chrX	2759590	2759910	88719	chrX	3264684	MXRA5
chrX	2766360	2768630	88679	chrX	2419019	DHRSX
chrX	2766360	2768630	88689	chrX	2609317	CD99
chrX	2878460	2882260	88688	chrX	2609220	CD99
chrX	2878460	2882260	88722	chrX	3631649	PRKX
chrX	3189960	3190330	88719	chrX	3264684	MXRA5
chrX	3190410	3202190	88719	chrX	3264684	MXRA5
chrX	3202700	3226600	88719	chrX	3264684	MXRA5
chrX	3261900	3264550	88688	chrX	2609220	CD99
chrX	3274680	3365050	88720	chrX	3450292	SNORA48B
chrX	3461090	3471290	88720	chrX	3450292	SNORA48B
chrX	3527550	3528300	88727	chrX	3761898	BX890604.2
chrX	3731550	3735570	88722	chrX	3631649	PRKX
chrX	3736990	3739890	88727	chrX	3761898	BX890604.2
chrX	6938220	6966960	88754	chrX	7137497	STS
chrX	6995490	7023660	88748	chrX	7066231	PUDP
chrX	7076230	7118840	88748	chrX	7066231	PUDP
chrX	8710220	8758830	88768	chrX	8700227	ANOS1
chrX	9034900	9045790	88768	chrX	8700227	ANOS1
chrX	9139940	9140270	88793	chrX	9983602	WWC3
chrX	9480980	9502930	88780	chrX	9431335	TBL1X
chrX	9503080	9515630	88780	chrX	9431335	TBL1X
chrX	9563160	9564280	88780	chrX	9431335	TBL1X
chrX	9790320	9798800	88793	chrX	9983602	WWC3
chrX	9841840	9846860	88793	chrX	9983602	WWC3
chrX	9908120	9909540	88793	chrX	9983602	WWC3
chrX	9961830	9973790	88793	chrX	9983602	WWC3
chrX	10166960	10167820	88793	chrX	9983602	WWC3
chrX	10373610	10398380	88790	chrX	9880412	SHROOM2
chrX	10423120	10427680	88810	chrX	10428082	MID1
chrX	10474530	10491130	88813	chrX	11129421	HCCS
chrX	10707640	10731400	88809	chrX	10851773	MID1
chrX	11135540	11136620	88814	chrX	11129462	HCCS
chrX	11135540	11136620	88831	chrX	11776410	MSL3
chrX	11162370	11166740	88814	chrX	11129462	HCCS
chrX	11162370	11166740	88813	chrX	11129421	HCCS
chrX	11272830	11283800	88813	chrX	11129421	HCCS
chrX	11778000	11778520	88829	chrX	11776278	MSL3
chrX	11778000	11778520	88831	chrX	11776410	MSL3
chrX	11786800	11790270	88830	chrX	11776356	MSL3
chrX	11793870	12146580	88830	chrX	11776356	MSL3
